minute_of_day,core_temperature,ambient_temperature
131.16666666666666,7.050000000000001,6.0
132.16666666666666,7.15,6.0
133.16666666666666,7.125,6.0
134.16666666666666,7.2,6.0
135.16666666666666,7.175,18.3
136.16666666666666,7.125,18.3
137.16666666666666,7.225,18.3
138.16666666666666,7.15,18.3
139.16666666666666,7.199999999999999,9.1
140.16666666666666,7.25,9.1
141.16666666666666,7.375,9.1
142.16666666666666,7.2749999999999995,9.1
143.16666666666666,7.425000000000001,9.1
144.16666666666666,7.375,9.1
145.16666666666666,7.425,17.7
146.16666666666666,7.575,17.7
147.16666666666666,7.625,17.7
148.16666666666666,7.6,17.7
149.16666666666666,7.6,12.7
150.16666666666666,7.65,12.7
151.16666666666666,7.824999999999999,12.7
152.16666666666666,7.65,12.7
153.16666666666666,7.7,12.7
154.16666666666666,7.825000000000001,12.7
155.16666666666666,7.925000000000001,12.2
156.16666666666666,7.85,12.2
157.16666666666666,8.0,12.2
158.16666666666666,8.025,12.2
159.16666666666666,8.1,14.9
160.16666666666666,8.15,14.9
161.16666666666666,8.249999999999998,14.9
162.16666666666666,8.249999999999998,14.9
163.16666666666666,8.325,14.9
164.16666666666666,8.375,14.9
165.16666666666666,8.475,7.7
166.16666666666666,8.450000000000001,7.7
167.16666666666666,8.55,7.7
168.16666666666666,8.625,7.7
169.16666666666666,8.6,17.4
170.16666666666666,8.6,17.4
171.16666666666666,8.700000000000001,17.4
172.16666666666666,8.75,17.4
173.16666666666666,8.75,17.4
174.16666666666666,8.8,17.4
175.16666666666666,8.799999999999999,6.6
176.16666666666666,8.875,6.6
177.16666666666666,8.875,6.6
178.16666666666666,8.925,6.6
179.16666666666666,8.95,19.5
180.16666666666666,9.075,19.5
181.16666666666666,9.075,19.5
182.16666666666666,9.15,19.5
183.16666666666666,9.175,19.5
184.16666666666666,9.15,19.5
185.16666666666666,9.1,11.5
186.16666666666666,9.274999999999999,11.5
187.16666666666666,9.274999999999999,11.5
188.16666666666666,9.274999999999999,11.5
189.16666666666666,9.274999999999999,20.9
190.16666666666666,9.274999999999999,20.9
191.16666666666666,9.25,20.9
192.16666666666666,9.4,20.9
193.16666666666666,9.350000000000001,20.9
194.16666666666666,9.35,20.9
195.16666666666666,9.375,14.4
196.16666666666666,9.35,14.4
197.16666666666666,9.350000000000001,14.4
198.16666666666666,9.325,14.4
199.16666666666666,9.35,16.6
200.16666666666666,9.325,16.6
201.16666666666666,9.475,16.6
202.16666666666666,9.475,16.6
203.16666666666666,9.4,16.6
204.16666666666666,9.425,16.6
205.16666666666666,9.45,16.3
206.16666666666666,9.4,16.3
207.16666666666666,9.4,16.3
208.16666666666666,9.45,16.3
209.16666666666666,9.425,11.3
210.16666666666666,9.399999999999999,11.3
211.16666666666666,9.375,11.3
212.16666666666666,9.475000000000001,11.3
213.16666666666666,9.475000000000001,11.3
214.16666666666666,9.425,11.3
215.16666666666666,9.425,18.4
216.16666666666666,9.375,18.4
217.16666666666666,9.35,18.4
218.16666666666666,9.399999999999999,18.4
219.16666666666666,9.5,7.1
220.16666666666666,9.425,7.1
221.16666666666666,9.525,7.1
222.16666666666666,9.55,7.1
223.16666666666666,9.625,7.1
224.16666666666666,9.675,7.1
225.16666666666666,9.575,12.8
226.16666666666666,9.475,12.8
227.16666666666666,9.525,12.8
228.16666666666666,9.575000000000001,12.8
229.16666666666666,9.6,10.1
230.16666666666666,9.575,10.1
231.16666666666666,9.600000000000001,10.1
232.16666666666666,9.75,10.1
233.16666666666666,9.774999999999999,10.1
234.16666666666666,9.725000000000001,10.1
235.16666666666666,9.75,9.6
236.16666666666666,9.8,9.6
237.16666666666666,9.875,9.6
238.16666666666666,9.825000000000001,9.6
239.16666666666666,9.975000000000001,14.2
240.16666666666666,9.975000000000001,14.2
241.16666666666666,10.05,14.2
242.16666666666666,10.0,14.2
243.16666666666666,10.075,14.2
244.16666666666666,10.075,14.2
245.16666666666666,10.1,13.8
246.16666666666666,10.15,13.8
247.16666666666666,10.2,13.8
248.16666666666666,10.3,13.8
249.16666666666666,10.3,16.4
250.16666666666666,10.375,16.4
251.16666666666666,10.375,16.4
252.16666666666666,10.399999999999999,16.4
253.16666666666666,10.424999999999999,16.4
254.16666666666666,10.6,16.4
255.16666666666666,10.6,12.1
256.1666666666667,10.675,12.1
257.1666666666667,10.625,12.1
258.1666666666667,10.725,12.1
259.1666666666667,10.774999999999999,18.9
260.1666666666667,10.900000000000002,18.9
261.1666666666667,10.95,18.9
262.1666666666667,11.0,18.9
263.1666666666667,11.05,18.9
264.1666666666667,10.975,18.9
265.1666666666667,11.024999999999999,7.8
266.1666666666667,11.049999999999999,7.8
267.1666666666667,11.174999999999999,7.8
268.1666666666667,11.1,7.8
269.1666666666667,11.15,21.2
270.1666666666667,11.2,21.2
271.1666666666667,11.200000000000001,21.2
272.1666666666667,11.175,21.2
273.1666666666667,11.225,21.2
274.1666666666667,11.325,21.2
275.1666666666667,11.375,15.5
276.1666666666667,11.375,15.5
277.1666666666667,11.325,15.5
278.1666666666667,11.375,15.5
279.1666666666667,11.375,22.8
280.1666666666667,11.375,22.8
281.1666666666667,11.424999999999999,22.8
282.1666666666667,11.450000000000001,22.8
283.1666666666667,11.45,22.8
284.1666666666667,11.475000000000001,22.8
285.1666666666667,11.45,15.7
286.1666666666667,11.425,15.7
287.1666666666667,11.45,15.7
288.1666666666667,11.45,15.7
289.1666666666667,11.475000000000001,18.6
290.1666666666667,11.45,18.6
291.1666666666667,11.425,18.6
292.1666666666667,11.4,18.6
293.1666666666667,11.4,18.6
294.1666666666667,11.350000000000001,18.6
295.1666666666667,11.4,18.2
296.1666666666667,11.375,18.2
297.1666666666667,11.35,18.2
298.1666666666667,11.35,18.2
299.1666666666667,11.424999999999999,13.2
300.1666666666667,11.399999999999999,13.2
301.1666666666667,11.5,13.2
302.1666666666667,11.399999999999999,13.2
303.1666666666667,11.399999999999999,13.2
304.1666666666667,11.5,13.2
305.1666666666667,11.399999999999999,17.9
306.1666666666667,11.424999999999999,17.9
307.1666666666667,11.524999999999999,17.9
308.1666666666667,11.45,17.9
309.1666666666667,11.35,9.1
310.1666666666667,11.35,9.1
311.1666666666667,11.375,9.1
312.1666666666667,11.4,9.1
313.1666666666667,11.4,9.1
314.1666666666667,11.549999999999999,9.1
315.1666666666667,11.525,14.4
316.1666666666667,11.549999999999999,14.4
317.1666666666667,11.5,14.4
318.1666666666667,11.675,14.4
319.1666666666667,11.675,12.0
320.1666666666667,11.675,12.0
321.1666666666667,11.625,12.0
322.1666666666667,11.525,12.0
323.1666666666667,11.700000000000001,12.0
324.1666666666667,11.600000000000001,12.0
325.1666666666667,11.700000000000001,11.1
326.1666666666667,11.75,11.1
327.1666666666667,11.8,11.1
328.1666666666667,11.75,11.1
329.1666666666667,11.725000000000001,16.0
330.1666666666667,11.8,16.0
331.1666666666667,11.849999999999998,16.0
332.1666666666667,11.874999999999998,16.0
333.1666666666667,11.925,16.0
334.1666666666667,11.924999999999999,16.0
335.1666666666667,11.9,15.4
336.1666666666667,12.025,15.4
337.1666666666667,12.125,15.4
338.1666666666667,12.125,15.4
339.1666666666667,12.1,18.2
340.1666666666667,12.2,18.2
341.1666666666667,12.2,18.2
342.1666666666667,12.325000000000001,18.2
343.1666666666667,12.325,18.2
344.1666666666667,12.3,18.2
345.1666666666667,12.350000000000001,10.7
346.1666666666667,12.524999999999999,10.7
347.1666666666667,12.525,10.7
348.1666666666667,12.5,10.7
349.1666666666667,12.575,20.7
350.1666666666667,12.65,20.7
351.1666666666667,12.700000000000001,20.7
352.1666666666667,12.775,20.7
353.1666666666667,12.799999999999999,20.7
354.1666666666667,12.925,20.7
355.1666666666667,12.925,6.1
356.1666666666667,12.899999999999999,6.1
357.1666666666667,12.899999999999999,6.1
358.1666666666667,12.899999999999999,6.1
359.1666666666667,13.024999999999999,22.9
360.1666666666667,12.95,22.9
361.1666666666667,13.025,22.9
362.1666666666667,13.1,22.9
363.1666666666667,12.975,22.9
364.1666666666667,13.2,22.9
365.1666666666667,13.2,14.2
366.1666666666667,13.1,14.2
367.1666666666667,13.175,14.2
368.1666666666667,13.1,14.2
369.1666666666667,13.075,24.4
370.1666666666667,13.275,24.4
371.1666666666667,13.225,24.4
372.1666666666667,13.275,24.4
373.1666666666667,13.225,24.4
374.1666666666667,13.225,24.4
375.1666666666667,13.200000000000001,11.4
376.1666666666667,13.149999999999999,11.4
377.1666666666667,13.250000000000002,11.4
378.1666666666667,13.275,11.4
379.1666666666667,13.275,20.1
380.1666666666667,13.250000000000002,20.1
381.1666666666667,13.225000000000001,20.1
382.1666666666667,13.225,20.1
383.1666666666667,13.250000000000002,20.1
384.1666666666667,13.225,20.1
385.1666666666667,13.175,13.8
386.1666666666667,13.250000000000002,13.8
387.1666666666667,13.225000000000001,13.8
388.1666666666667,13.225,13.8
389.1666666666667,13.200000000000001,14.5
390.1666666666667,13.2,14.5
391.1666666666667,13.100000000000001,14.5
392.1666666666667,13.149999999999999,14.5
393.1666666666667,13.100000000000001,14.5
394.1666666666667,13.200000000000001,14.5
395.1666666666667,13.175,21.3
396.1666666666667,13.100000000000001,21.3
397.1666666666667,13.125,21.3
398.1666666666667,13.225,21.3
399.1666666666667,13.125,10.2
400.1666666666667,13.200000000000001,10.2
401.1666666666667,13.125,10.2
402.1666666666667,13.174999999999999,10.2
403.1666666666667,13.3,10.2
404.1666666666667,13.3,10.2
405.1666666666667,13.175,22.3
406.1666666666667,13.149999999999999,22.3
407.1666666666667,13.175,22.3
408.1666666666667,13.149999999999999,22.3
409.1666666666667,13.175,13.1
410.1666666666667,13.2,13.1
411.1666666666667,13.325,13.1
412.1666666666667,13.350000000000001,13.1
413.1666666666667,13.3,13.1
414.1666666666667,13.325,13.1
415.1666666666667,13.45,13.1
416.1666666666667,13.45,13.1
417.1666666666667,13.475,13.1
418.1666666666667,13.45,13.1
419.1666666666667,13.375,17.2
420.1666666666667,13.4,17.2
421.1666666666667,13.475,17.2
422.1666666666667,13.55,17.2
423.1666666666667,13.55,17.2
424.1666666666667,13.675,17.2
425.1666666666667,13.625,17.2
426.1666666666667,13.649999999999999,17.2
427.1666666666667,13.7,17.2
428.1666666666667,13.725000000000001,17.2
429.1666666666667,13.875,19.5
430.1666666666667,13.900000000000002,19.5
431.1666666666667,13.975,19.5
432.1666666666667,13.924999999999999,19.5
433.1666666666667,14.1,19.5
434.1666666666667,14.05,19.5
435.1666666666667,14.049999999999999,19.5
436.1666666666667,14.1,19.5
437.1666666666667,14.15,19.5
438.1666666666667,14.2,19.5
439.1666666666667,14.25,21.9
440.1666666666667,14.275,21.9
441.1666666666667,14.325000000000001,21.9
442.1666666666667,14.325,21.9
443.1666666666667,14.349999999999998,21.9
444.1666666666667,14.45,21.9
445.1666666666667,14.524999999999999,21.9
446.1666666666667,14.450000000000001,21.9
447.1666666666667,14.5,21.9
448.1666666666667,14.549999999999999,21.9
449.1666666666667,14.575,24.1
450.1666666666667,14.549999999999999,24.1
451.1666666666667,14.6,24.1
452.1666666666667,14.65,24.1
453.1666666666667,14.774999999999999,24.1
454.1666666666667,14.8,24.1
455.1666666666667,14.75,24.1
456.1666666666667,14.825,24.1
457.1666666666667,14.774999999999999,24.1
458.1666666666667,14.899999999999999,24.1
459.1666666666667,14.825,25.7
460.1666666666667,14.899999999999999,25.7
461.1666666666667,14.825,25.7
462.1666666666667,14.850000000000001,25.7
463.1666666666667,14.8,25.7
464.1666666666667,14.8,25.7
465.1666666666667,14.875,25.7
466.1666666666667,14.9,25.7
467.1666666666667,14.825,25.7
468.1666666666667,14.875,25.7
469.1666666666667,14.825,25.7
470.1666666666667,14.75,25.7
1430.1833333333334,3.85,7.7
1431.1666666666667,3.9,7.7
1432.1666666666667,3.875,7.7
1433.1666666666667,3.8499999999999996,7.7
1434.1666666666667,3.8249999999999997,7.7
1435.1666666666667,3.8249999999999997,4.9
1436.1666666666667,3.8249999999999997,4.9
1437.1666666666667,3.8249999999999997,4.9
1438.1666666666667,3.8,4.9
1439.1666666666667,3.8,4.9
