minute_of_day,Thermocouple TA 30C,Wireless Temperature Sensor 1 lag 10min,Wireless Temperature Sensor 1 lag 20min,Wireless Temperature Sensor 1 lag 30min
189.16666666666666,9.274999999999999,19.5,17.4,14.9
190.16666666666666,9.274999999999999,19.5,17.4,14.9
194.16666666666666,9.35,14.0,12.7,10.5
195.16666666666666,9.375,11.5,6.6,7.7
196.16666666666666,9.35,11.5,6.6,7.7
198.16666666666666,9.325,20.9,19.5,17.4
199.16666666666666,9.35,20.9,19.5,17.4
200.16666666666666,9.325,20.9,19.5,17.4
204.16666666666666,9.425,15.3,14.0,12.7
205.16666666666666,9.45,14.4,11.5,6.6
206.16666666666666,9.4,14.4,11.5,6.6
208.16666666666666,9.45,16.6,20.9,19.5
209.16666666666666,9.425,16.6,20.9,19.5
210.16666666666666,9.399999999999999,16.6,20.9,19.5
214.16666666666666,9.425,16.5,15.3,14.0
215.16666666666666,9.425,16.3,14.4,11.5
216.16666666666666,9.375,16.3,14.4,11.5
218.16666666666666,9.399999999999999,11.3,16.6,20.9
219.16666666666666,9.5,11.3,16.6,20.9
220.16666666666666,9.425,11.3,16.6,20.9
224.16666666666666,9.675,16.3,16.5,15.3
225.16666666666666,9.575,18.4,16.3,14.4
226.16666666666666,9.475,18.4,16.3,14.4
228.16666666666666,9.575000000000001,7.1,11.3,16.6
229.16666666666666,9.6,7.1,11.3,16.6
230.16666666666666,9.575,7.1,11.3,16.6
234.16666666666666,9.725000000000001,20.0,16.3,16.5
235.16666666666666,9.75,12.8,18.4,16.3
236.16666666666666,9.8,12.8,18.4,16.3
238.16666666666666,9.825000000000001,10.1,7.1,11.3
239.16666666666666,9.975000000000001,10.1,7.1,11.3
240.16666666666666,9.975000000000001,10.1,7.1,11.3
244.16666666666666,10.075,19.4,20.0,16.3
245.16666666666666,10.1,9.6,12.8,18.4
246.16666666666666,10.15,9.6,12.8,18.4
248.16666666666666,10.3,14.2,10.1,7.1
249.16666666666666,10.3,14.2,10.1,7.1
250.16666666666666,10.375,14.2,10.1,7.1
254.16666666666666,10.6,8.7,19.4,20.0
255.16666666666666,10.6,13.8,9.6,12.8
256.1666666666667,10.675,13.8,9.6,12.8
258.1666666666667,10.725,16.4,14.2,10.1
259.1666666666667,10.774999999999999,16.4,14.2,10.1
260.1666666666667,10.900000000000002,16.4,14.2,10.1
264.1666666666667,10.975,9.2,8.7,19.4
265.1666666666667,11.024999999999999,12.1,13.8,9.6
266.1666666666667,11.049999999999999,12.1,13.8,9.6
268.1666666666667,11.1,18.9,16.4,14.2
269.1666666666667,11.15,18.9,16.4,14.2
270.1666666666667,11.2,18.9,16.4,14.2
274.1666666666667,11.325,14.2,9.2,8.7
275.1666666666667,11.375,7.8,12.1,13.8
276.1666666666667,11.375,7.8,12.1,13.8
278.1666666666667,11.375,21.2,18.9,16.4
279.1666666666667,11.375,21.2,18.9,16.4
280.1666666666667,11.375,21.2,18.9,16.4
284.1666666666667,11.475000000000001,12.8,14.2,9.2
285.1666666666667,11.45,15.5,7.8,12.1
286.1666666666667,11.425,15.5,7.8,12.1
288.1666666666667,11.45,22.8,21.2,18.9
289.1666666666667,11.475000000000001,22.8,21.2,18.9
290.1666666666667,11.45,22.8,21.2,18.9
294.1666666666667,11.350000000000001,16.9,12.8,14.2
295.1666666666667,11.4,15.7,15.5,7.8
296.1666666666667,11.375,15.7,15.5,7.8
298.1666666666667,11.35,18.6,22.8,21.2
299.1666666666667,11.424999999999999,18.6,22.8,21.2
300.1666666666667,11.399999999999999,18.6,22.8,21.2
304.1666666666667,11.5,17.7,16.9,12.8
305.1666666666667,11.399999999999999,18.2,15.7,15.5
306.1666666666667,11.424999999999999,18.2,15.7,15.5
308.1666666666667,11.45,13.2,18.6,22.8
309.1666666666667,11.35,13.2,18.6,22.8
310.1666666666667,11.35,13.2,18.6,22.8
314.1666666666667,11.549999999999999,19.9,17.7,16.9
315.1666666666667,11.525,17.9,18.2,15.7
316.1666666666667,11.549999999999999,17.9,18.2,15.7
318.1666666666667,11.675,9.1,13.2,18.6
319.1666666666667,11.675,9.1,13.2,18.6
320.1666666666667,11.675,9.1,13.2,18.6
324.1666666666667,11.600000000000001,21.5,19.9,17.7
325.1666666666667,11.700000000000001,14.4,17.9,18.2
326.1666666666667,11.75,14.4,17.9,18.2
328.1666666666667,11.75,12.0,9.1,13.2
329.1666666666667,11.725000000000001,12.0,9.1,13.2
330.1666666666667,11.8,12.0,9.1,13.2
334.1666666666667,11.924999999999999,20.9,21.5,19.9
335.1666666666667,11.9,11.1,14.4,17.9
336.1666666666667,12.025,11.1,14.4,17.9
338.1666666666667,12.125,16.0,12.0,9.1
339.1666666666667,12.1,16.0,12.0,9.1
340.1666666666667,12.2,16.0,12.0,9.1
344.1666666666667,12.3,15.4,20.9,21.5
345.1666666666667,12.350000000000001,15.4,11.1,14.4
346.1666666666667,12.524999999999999,15.4,11.1,14.4
348.1666666666667,12.5,18.2,16.0,12.0
349.1666666666667,12.575,18.2,16.0,12.0
350.1666666666667,12.65,18.2,16.0,12.0
354.1666666666667,12.925,6.5,15.4,20.9
355.1666666666667,12.925,10.7,15.4,11.1
356.1666666666667,12.899999999999999,10.7,15.4,11.1
358.1666666666667,12.899999999999999,20.7,18.2,16.0
359.1666666666667,13.024999999999999,20.7,18.2,16.0
360.1666666666667,12.95,20.7,18.2,16.0
364.1666666666667,13.2,9.2,6.5,15.4
365.1666666666667,13.2,6.1,10.7,15.4
366.1666666666667,13.1,6.1,10.7,15.4
368.1666666666667,13.1,22.9,20.7,18.2
369.1666666666667,13.075,22.9,20.7,18.2
370.1666666666667,13.275,22.9,20.7,18.2
374.1666666666667,13.225,14.2,9.2,6.5
375.1666666666667,13.200000000000001,14.2,6.1,10.7
376.1666666666667,13.149999999999999,14.2,6.1,10.7
378.1666666666667,13.275,24.4,22.9,20.7
379.1666666666667,13.275,24.4,22.9,20.7
380.1666666666667,13.250000000000002,24.4,22.9,20.7
384.1666666666667,13.225,16.9,14.2,9.2
385.1666666666667,13.175,11.4,14.2,6.1
386.1666666666667,13.250000000000002,11.4,14.2,6.1
388.1666666666667,13.225,20.1,24.4,22.9
389.1666666666667,13.200000000000001,20.1,24.4,22.9
390.1666666666667,13.2,20.1,24.4,22.9
394.1666666666667,13.200000000000001,19.1,16.9,14.2
395.1666666666667,13.175,13.8,11.4,14.2
396.1666666666667,13.100000000000001,13.8,11.4,14.2
398.1666666666667,13.225,14.5,20.1,24.4
399.1666666666667,13.125,14.5,20.1,24.4
400.1666666666667,13.200000000000001,14.5,20.1,24.4
404.1666666666667,13.3,14.0,19.1,16.9
405.1666666666667,13.175,21.3,13.8,11.4
406.1666666666667,13.149999999999999,21.3,13.8,11.4
408.1666666666667,13.149999999999999,10.2,14.5,20.1
409.1666666666667,13.175,10.2,14.5,20.1
410.1666666666667,13.2,10.2,14.5,20.1
414.1666666666667,13.325,22.3,14.0,19.1
415.1666666666667,13.45,22.3,21.3,13.8
416.1666666666667,13.45,22.3,21.3,13.8
418.1666666666667,13.45,13.1,10.2,14.5
419.1666666666667,13.375,13.1,10.2,14.5
420.1666666666667,13.4,13.1,10.2,14.5
428.1666666666667,13.725000000000001,17.2,13.1,10.2
429.1666666666667,13.875,17.2,13.1,10.2
430.1666666666667,13.900000000000002,17.2,13.1,10.2
438.1666666666667,14.2,19.5,17.2,13.1
439.1666666666667,14.25,19.5,17.2,13.1
440.1666666666667,14.275,19.5,17.2,13.1
448.1666666666667,14.549999999999999,21.9,19.5,17.2
449.1666666666667,14.575,21.9,19.5,17.2
450.1666666666667,14.549999999999999,21.9,19.5,17.2
458.1666666666667,14.899999999999999,24.1,21.9,19.5
459.1666666666667,14.825,24.1,21.9,19.5
460.1666666666667,14.899999999999999,24.1,21.9,19.5
468.1666666666667,14.875,25.7,24.1,21.9
469.1666666666667,14.825,25.7,24.1,21.9
470.1666666666667,14.75,25.7,24.1,21.9
1434.1666666666667,3.8249999999999997,3.8,4.9,3.8
1435.1666666666667,3.8249999999999997,7.7,3.7,3.8
1436.1666666666667,3.8249999999999997,7.7,3.7,3.8
